2;3;4;5,1.0;0.9992171870922849;0.7985496117474826;0.9945268351452913, 59143 , 176191
2;3;1;5,1.0;1.0;0.981401115933044;0.9767624624753862, 19724 , 25033
3;1;4;5,0.9924980429677307;0.9591798208065359;0.007895787899337571;0.7736697056354698, 6466534 , 42036
3;1;4;7,0.9919000608854484;1.0;1.0;1.0, 10845271 , 16049150
3;1;4;7,0.009537542756696542;0.9567152195294817;0.9994635193133047;0.9839380491693073, 685385 , 595820
3;1;4;7,0.4052160648550295;1.0;1.0;1.0, 156616 , 232039659
3;1;4;7,0.4647666046338018;0.9666212027278364;0.9935378462738977;0.9377340188086637, 162314 , 6672465
1;6;4;5,0.9811261736372974;0.8941967702124969;0.9942051732761449;0.9910296657663135, 871417450 , 19402569
1;6;4;5,0.734935550990282;1.0;0.010470375887829135;1.0, 3929321 , 6299
7;1;4;5,1.0;0.9962306261624303;1.0;0.14325879985248383, 94221493 , 593169291
7;1;4;5,1.0;0.9328141066953688;0.010559892799639545;0.7738561716531367, 2632756 , 3169724
7;1;4;5,1.0;0.9692746435213887;0.00011044736940519083;0.7738561716531367, 2655092 , 52313
2;6;4;5,1.0;0.9090064745857116;1.0;1.0, 1651730 , 1633681
7;1;6;5,0.9894177906350577;1.0;0.14089292373524356;0.7609836609897455, 2308510589 , 105742741
7;1;6;5,1.0;0.9426498051957538;0.2170240528942023;0.773123626583731, 3450284814 , 2034610
2;3;1;7,0.917492343721852;0.9549257848953295;0.9688116849163676;1.0, 18259 , 28565
2;3;1;7,0.967303188614664;0.0011917287887035185;0.9025673432452682;0.996493469086173, 156 , 1717
3;1;6;4,0.46013259940041734;1.0;1.0;1.0, 490181 , 896180
3;1;6;7,0.9999130207880317;0.9931060136391816;0.14156609617166963;1.0, 14302060 , 7661811
3;1;6;7,0.013673982283839188;0.9638296405253503;0.971142667611378;1.0, 2731413 , 2101105
1;6;4;7,0.022553545108981513;0.3033639305115325;1.0;0.9905388160033226, 138019 , 6272
3;1;4;5,1.0;0.9871791692498451;1.0;0.7738561716531367, 1015356 , 209182
3;6;4;5,1.0;1.0;0.9994635193133047;1.0, 4069002 , 4254157
3;6;4;5,1.0;0.9904382443838291;0.798978248146703;0.7647015781191085, 2468257 , 2016238
3;1;4;5,0.0009002172138566216;0.9914693118412895;1.0;0.9967298700553627, 27817157 , 56359398
3;1;4;5,0.4659795487101706;0.966132444809666;0.9987380511119781;1.0, 443449450 , 40855663
3;1;4;5,0.4666543446116378;0.9751022938623682;1.0;0.7738561716531367, 350324841 , 1490297
3;1;4;5,0.45188535472463187;0.9777153584349726;1.0;1.0, 270376 , 303210
3;1;4;5,0.9472841223838325;1.0;0.9994635193133047;0.7705885766768784, 448161 , 408599
3;1;4;7,0.21652380253625997;1.0;1.0;0.9967689822294022, 5133916 , 2809424
3;1;4;7,0.4652793845417309;0.9890142591444513;1.0;1.0, 27595871 , 3778084
1;6;4;5,0.9714477889466745;0.9855450003153411;1.0;1.0, 1214815318 , 11075893
1;6;4;5,0.9965554777537898;1.0;1.0;0.7717656712242008, 973180729 , 183537163
1;6;4;5,0.9107951994348032;0.3033639305115325;1.0;0.9816987464501878, 344064571 , 569476
7;1;4;5,0.9709959800127738;1.0;0.10266637455666863;0.1417067197943394, 9604752 , 537352263
7;1;4;5,1.0;0.9962306261624303;1.0;0.14325879985248383, 95818467 , 593169291
7;1;6;5,1.0;0.9667746755380666;1.0;0.9956111413900921, 12300082501 , 18382871
7;1;6;5,0.9875267686065297;0.9177223962663543;0.28837819039974927;1.0, 3318612879 , 19424781
7;1;6;5,0.9757924133699014;0.9884027798009739;1.0;0.9814348412265855, 12088072625 , 43927632
7;1;6;5,1.0;0.9936267823930565;0.9752680815205088;0.04797337999483664, 601834796 , 986987
3;1;6;4,0.4666543446116378;0.9732672039677619;0.9974570149775551;0.798978248146703, 381438 , 354388
3;1;6;4,0.10000447967398683;0.9318480206351909;0.9450108348972747;0.9896232999505301, 197200 , 554302
3;1;6;7,0.20604613800364469;0.9900309981401116;0.22899068891476218;0.9957420696046386, 9909787 , 1936953
3;1;6;7,0.9889101504740367;0.9866031796058758;0.9993997104097471;1.0, 96270379 , 11637523617
3;1;6;7,0.009325449917385173;0.9629617396341544;0.28284974295791226;0.9894582127860999, 1741942 , 1116000
3;1;6;7,0.519211533443507;1.0;0.9901620086362126;1.0, 51063884 , 11206879551
3;1;6;7,0.06637847585200883;0.9990576565406075;1.0;1.0, 6615940 , 154355934
1;6;4;7,0.9831552775054203;1.0;0.9974700058525166;0.9975329050356289, 20073106 , 6351775
1;6;4;7,0.8405331278705941;0.14156609617166963;0.9994635193133047;0.9883032147374485, 2391019 , 56205
1;6;4;7,1.0;1.0;1.0;1.0, 20474830 , 3136348028
